# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
TcIL3000_8_770	TcIL3000_8_770	TcIL3000_8_770.1	protein_coding	0	1	2	27	0	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	0	1	4
TcIL3000_8_7700	TcIL3000_8_7700	TcIL3000_8_7700.1	protein_coding	0	5	3	30	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	5	25
TcIL3000_8_7710	TcIL3000_8_7710	TcIL3000_8_7710.1	protein_coding	0	0	1	39	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	27
TcIL3000_8_7720	TcIL3000_8_7720	TcIL3000_8_7720.1	protein_coding	0	0	0	27	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	15
TcIL3000_8_7740	TcIL3000_8_7740	TcIL3000_8_7740.1	protein_coding	0	0	0	18	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12
TcIL3000_8_7750	TcIL3000_8_7750	TcIL3000_8_7750.1	protein_coding	0	0	1	11	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TcIL3000_8_7760	TcIL3000_8_7760	TcIL3000_8_7760.1	protein_coding	0	1	0	14	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TcIL3000_8_7770	TcIL3000_8_7770	TcIL3000_8_7770.1	protein_coding	0	0	6	22	0	0	0	0	1	19	0	0	0	5	0	0	0	0	0	0	0	0	0	3
TcIL3000_8_7780	TcIL3000_8_7780	TcIL3000_8_7780.1	protein_coding	0	0	0	28	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	12
TcIL3000_8_7790	TcIL3000_8_7790	TcIL3000_8_7790.1	protein_coding	0	0	0	27	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	13
TcIL3000_8_780	TcIL3000_8_780	TcIL3000_8_780.1	protein_coding	1	9	4	15	0	0	0	0	0	7	1	0	0	4	0	0	0	0	0	1	0	0	9	8
TcIL3000_8_7800	TcIL3000_8_7800	TcIL3000_8_7800.1	protein_coding	0	0	0	30	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	22
TcIL3000_8_7810	TcIL3000_8_7810	TcIL3000_8_7810.1	protein_coding	0	2	1	27	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	2	14
TcIL3000_8_7820	TcIL3000_8_7820	TcIL3000_8_7820.1	protein_coding	0	0	0	34	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	8
TcIL3000_8_7830	TcIL3000_8_7830	TcIL3000_8_7830.1	protein_coding	0	0	0	34	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	8
TcIL3000_8_7840	TcIL3000_8_7840	TcIL3000_8_7840.1	protein_coding	0	0	0	37	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	15
TcIL3000_8_7850	TcIL3000_8_7850	TcIL3000_8_7850.1	protein_coding	0	0	0	38	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	26
TcIL3000_8_7860	TcIL3000_8_7860	TcIL3000_8_7860.1	protein_coding	0	0	0	45	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	22
TcIL3000_8_7870	TcIL3000_8_7870	TcIL3000_8_7870.1	protein_coding	0	4	2	35	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	4	18
TcIL3000_8_7880	TcIL3000_8_7880	TcIL3000_8_7880.1	protein_coding	0	2	1	41	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	2	23
TcIL3000_8_7890	TcIL3000_8_7890	TcIL3000_8_7890.1	protein_coding	0	2	3	19	0	0	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	0	2	7
TcIL3000_8_790	TcIL3000_8_790	TcIL3000_8_790.1	protein_coding	0	1	2	30	0	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	1	9
TcIL3000_8_7900	TcIL3000_8_7900	TcIL3000_8_7900.1	protein_coding	0	2	0	21	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	16
TcIL3000_8_7910	TcIL3000_8_7910	TcIL3000_8_7910.1	protein_coding	0	0	0	23	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	18
TcIL3000_8_7920	TcIL3000_8_7920	TcIL3000_8_7920.1	protein_coding	0	0	0	20	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	12
TcIL3000_8_7930	TcIL3000_8_7930	TcIL3000_8_7930.1	protein_coding	0	1	0	13	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	5
TcIL3000_8_7940	TcIL3000_8_7940	TcIL3000_8_7940.1	protein_coding	0	0	0	19	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	5
TcIL3000_8_7950	TcIL3000_8_7950	TcIL3000_8_7950.1	protein_coding	0	2	0	18	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	9
TcIL3000_8_7960	TcIL3000_8_7960	TcIL3000_8_7960.1	protein_coding	0	2	3	14	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	2	12
TcIL3000_8_7970	TcIL3000_8_7970	TcIL3000_8_7970.1	protein_coding	0	0	1	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15
TcIL3000_8_7980	TcIL3000_8_7980	TcIL3000_8_7980.1	protein_coding	0	5	1	14	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	5	0
TcIL3000_8_7990	TcIL3000_8_7990	TcIL3000_8_7990.1	protein_coding	0	0	0	46	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_8_80	TcIL3000_8_80	TcIL3000_8_80.1	protein_coding	0	5	2	129	0	0	0	0	0	81	0	0	0	2	0	0	0	0	0	0	0	0	5	48
TcIL3000_8_8020	TcIL3000_8_8020	TcIL3000_8_8020.1	protein_coding	0	2	0	60	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	46
TcIL3000_8_8040	TcIL3000_8_8040	TcIL3000_8_8040.1	protein_coding	2	0	5	37	0	0	0	0	0	16	2	0	0	5	0	0	0	0	0	0	0	0	0	21
TcIL3000_8_8050	TcIL3000_8_8050	TcIL3000_8_8050.1	protein_coding	0	1	0	26	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	15
TcIL3000_8_8060	TcIL3000_8_8060	TcIL3000_8_8060.1	protein_coding	0	1	0	27	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	18
TcIL3000_8_8070	TcIL3000_8_8070	TcIL3000_8_8070.1	protein_coding	0	0	0	32	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	23
TcIL3000_8_8080	TcIL3000_8_8080	TcIL3000_8_8080.1	protein_coding	0	1	0	33	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	16
TcIL3000_8_8090	TcIL3000_8_8090	TcIL3000_8_8090.1	protein_coding	0	0	0	29	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	11
TcIL3000_8_810	TcIL3000_8_810	TcIL3000_8_810.1	protein_coding	0	0	3	36	0	0	0	0	0	14	0	0	0	3	0	0	0	0	0	0	0	0	0	22
TcIL3000_8_8100	TcIL3000_8_8100	TcIL3000_8_8100.1	protein_coding	0	0	1	46	0	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	0	11
TcIL3000_8_8110	TcIL3000_8_8110	TcIL3000_8_8110.1	protein_coding	0	0	0	51	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	9
TcIL3000_8_8150	TcIL3000_8_8150	TcIL3000_8_8150.1	protein_coding	0	1	0	77	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	1	42
TcIL3000_8_8170	TcIL3000_8_8170	TcIL3000_8_8170.1	protein_coding	0	4	6	62	0	0	0	0	0	15	0	0	0	6	0	0	0	0	0	0	0	0	4	47
TcIL3000_8_8180	TcIL3000_8_8180	TcIL3000_8_8180.1	protein_coding	0	1	3	46	0	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	1	30
TcIL3000_8_8190	TcIL3000_8_8190	TcIL3000_8_8190.1	protein_coding	0	1	0	46	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	32
TcIL3000_8_8200	TcIL3000_8_8200	TcIL3000_8_8200.1	protein_coding	0	0	0	48	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	23
TcIL3000_8_8210	TcIL3000_8_8210	TcIL3000_8_8210.1	protein_coding	0	0	0	38	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	15
TcIL3000_8_8220	TcIL3000_8_8220	TcIL3000_8_8220.1	protein_coding	0	0	0	34	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	18
TcIL3000_8_8230	TcIL3000_8_8230	TcIL3000_8_8230.1	protein_coding	0	5	7	29	0	0	0	0	0	11	0	0	0	7	0	0	0	0	0	0	0	0	5	18
TcIL3000_8_8250	TcIL3000_8_8250	TcIL3000_8_8250.1	protein_coding	0	3	0	61	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	3	15
TcIL3000_8_8260	TcIL3000_8_8260	TcIL3000_8_8260.1	protein_coding	0	2	1	65	0	0	0	0	0	52	0	0	0	1	0	0	0	0	0	0	0	0	2	13
TcIL3000_8_8270	TcIL3000_8_8270	TcIL3000_8_8270.1	protein_coding	0	6	0	91	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	6	47
TcIL3000_8_8280	TcIL3000_8_8280	TcIL3000_8_8280.1	protein_coding	0	11	7	78	0	0	0	0	0	27	0	0	0	7	0	0	0	0	0	0	0	0	11	51
TcIL3000_8_8290	TcIL3000_8_8290	TcIL3000_8_8290.1	protein_coding	0	1	0	69	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	46
TcIL3000_8_830	TcIL3000_8_830	TcIL3000_8_830.1	protein_coding	0	0	0	38	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	29
TcIL3000_8_8300	TcIL3000_8_8300	TcIL3000_8_8300.1	protein_coding	0	1	1	68	0	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	1	42
TcIL3000_8_8310	TcIL3000_8_8310	TcIL3000_8_8310.1	protein_coding	0	4	6	64	0	0	0	0	0	32	0	0	0	6	0	0	0	0	0	0	0	0	4	32
TcIL3000_8_8320	TcIL3000_8_8320	TcIL3000_8_8320.1	protein_coding	0	4	5	52	0	0	0	0	0	29	0	0	0	5	0	0	0	0	0	0	0	0	4	23
TcIL3000_8_8330	TcIL3000_8_8330	TcIL3000_8_8330.1	protein_coding	0	3	6	62	0	0	0	0	0	30	0	0	0	6	0	0	0	0	0	0	0	0	3	32
TcIL3000_8_8340	TcIL3000_8_8340	TcIL3000_8_8340.1	protein_coding	0	1	1	116	0	0	0	0	0	79	0	0	0	1	0	0	0	0	0	0	0	0	1	37
TcIL3000_8_8350	TcIL3000_8_8350	TcIL3000_8_8350.1	protein_coding	0	21	19	73	0	0	0	0	0	59	0	0	0	19	0	0	0	0	0	0	0	0	21	14
TcIL3000_8_8360	TcIL3000_8_8360	TcIL3000_8_8360.1	protein_coding	0	23	3	73	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	23	73
TcIL3000_8_840	TcIL3000_8_840	TcIL3000_8_840.1	protein_coding	0	0	0	46	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	33
TcIL3000_8_860	TcIL3000_8_860	TcIL3000_8_860.1	protein_coding	0	0	0	59	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	43
TcIL3000_8_880	TcIL3000_8_880	TcIL3000_8_880.1	protein_coding	0	2	3	65	0	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	2	40
TcIL3000_8_90	TcIL3000_8_90	TcIL3000_8_90.1	protein_coding	0	8	6	162	0	0	0	0	0	75	0	0	0	6	0	0	0	0	0	0	0	0	8	87
TcIL3000_8_920	TcIL3000_8_920	TcIL3000_8_920.1	protein_coding	0	5	1	66	0	0	0	0	0	42	0	0	0	1	0	0	0	0	0	0	0	0	5	24
TcIL3000_8_930	TcIL3000_8_930	TcIL3000_8_930.1	protein_coding	1	4	4	79	0	0	0	0	0	39	1	0	0	4	0	0	0	0	0	0	0	0	4	40
TcIL3000_8_950	TcIL3000_8_950	TcIL3000_8_950.1	protein_coding	0	6	7	43	0	0	0	0	0	22	0	0	0	7	0	0	0	0	0	0	0	0	6	21
TcIL3000_8_980	TcIL3000_8_980	TcIL3000_8_980.1	protein_coding	0	3	2	139	0	0	0	0	0	41	0	0	0	2	0	0	0	0	0	0	0	0	3	98
TcIL3000_8_ncRNA001	TcIL3000_8_ncRNA001	TcIL3000_8_ncRNA001.1	lincRNA	0	0	0	103	0	0	0	0	0	53	0	0	0	0	1	0	0	0	0	0	0	0	0	49
TcIL3000_8_ncRNA002	TcIL3000_8_ncRNA002	TcIL3000_8_ncRNA002.1	lincRNA	0	0	0	129	0	0	0	0	0	69	0	0	0	0	6	0	0	0	0	0	0	0	0	54
TcIL3000_8_ncRNA004	TcIL3000_8_ncRNA004	TcIL3000_8_ncRNA004.1	lincRNA	0	0	0	292	0	0	0	0	0	211	0	0	0	0	5	0	0	0	0	0	0	0	0	76
TcIL3000_8_ncRNA005	TcIL3000_8_ncRNA005	TcIL3000_8_ncRNA005.1	lincRNA	0	0	0	270	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	242
TcIL3000_8_ncRNA006	TcIL3000_8_ncRNA006	TcIL3000_8_ncRNA006.1	lincRNA	0	0	0	101	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	52
TcIL3000_8_ncRNA007	TcIL3000_8_ncRNA007	TcIL3000_8_ncRNA007.1	lincRNA	0	0	0	132	0	0	0	0	0	52	0	0	0	0	7	0	0	0	0	0	0	0	0	73
TcIL3000_8_tRNA001	TcIL3000_8_tRNA001	TcIL3000_8_tRNA001.1	protein_coding	1	0	1	209	0	0	0	0	0	209	0	0	0	1	0	0	0	0	0	0	1	0	0	0
TcIL3000_8_tRNA002	TcIL3000_8_tRNA002	TcIL3000_8_tRNA002.1	protein_coding	0	0	0	212	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	9
TcIL3000_8_tRNA003	TcIL3000_8_tRNA003	TcIL3000_8_tRNA003.1	protein_coding	0	0	0	215	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	14
TcIL3000_8_tRNA004	TcIL3000_8_tRNA004	TcIL3000_8_tRNA004.1	protein_coding	0	0	0	335	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	144
TcIL3000_8_tRNA005	TcIL3000_8_tRNA005	TcIL3000_8_tRNA005.1	protein_coding	0	0	0	335	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	155
TcIL3000_8_tRNA006	TcIL3000_8_tRNA006	TcIL3000_8_tRNA006.1	protein_coding	0	1	1	333	0	0	0	0	0	158	0	0	0	1	0	0	0	0	0	0	0	0	1	175
TcIL3000_8_tRNA007	TcIL3000_8_tRNA007	TcIL3000_8_tRNA007.1	protein_coding	0	0	0	335	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	173
TcIL3000_8_tRNA008	TcIL3000_8_tRNA008	TcIL3000_8_tRNA008.1	protein_coding	0	0	0	278	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	223
TcIL3000_8_tRNA009	TcIL3000_8_tRNA009	TcIL3000_8_tRNA009.1	protein_coding	0	0	0	275	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	44
TcIL3000_8_tRNA010	TcIL3000_8_tRNA010	TcIL3000_8_tRNA010.1	protein_coding	0	0	0	77	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	17
TcIL3000_8_tRNA011	TcIL3000_8_tRNA011	TcIL3000_8_tRNA011.1	protein_coding	0	0	0	76	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	60
TcIL3000_8_tRNA012	TcIL3000_8_tRNA012	TcIL3000_8_tRNA012.1	protein_coding	0	0	0	82	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	21
TcIL3000_9_10	TcIL3000_9_10	TcIL3000_9_10.1	protein_coding	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115
TcIL3000_9_1000	TcIL3000_9_1000	TcIL3000_9_1000.1	protein_coding	0	1	0	58	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1	32
TcIL3000_9_1010	TcIL3000_9_1010	TcIL3000_9_1010.1	protein_coding	0	1	2	76	0	0	0	0	0	37	0	0	0	2	0	0	0	0	0	0	0	0	1	39
TcIL3000_9_1020	TcIL3000_9_1020	TcIL3000_9_1020.1	protein_coding	0	3	1	46	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	3	24
TcIL3000_9_1030	TcIL3000_9_1030	TcIL3000_9_1030.1	protein_coding	0	3	4	46	0	0	0	0	0	16	0	0	0	4	0	0	0	0	0	0	0	0	3	30
TcIL3000_9_1040	TcIL3000_9_1040	TcIL3000_9_1040.1	protein_coding	1	3	2	67	0	0	0	0	0	49	1	0	0	2	0	0	0	0	0	0	0	0	3	18
TcIL3000_9_1050	TcIL3000_9_1050	TcIL3000_9_1050.1	protein_coding	0	2	0	65	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	2	25
TcIL3000_9_1060	TcIL3000_9_1060	TcIL3000_9_1060.1	protein_coding	0	3	0	72	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	3	39
TcIL3000_9_1070	TcIL3000_9_1070	TcIL3000_9_1070.1	protein_coding	7	5	2	62	0	0	0	0	0	20	7	0	0	2	0	0	0	0	0	1	0	0	5	42
TcIL3000_9_1080	TcIL3000_9_1080	TcIL3000_9_1080.1	protein_coding	0	2	4	61	0	0	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	0	2	39
TcIL3000_9_1090	TcIL3000_9_1090	TcIL3000_9_1090.1	protein_coding	0	0	2	49	0	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	0	21
TcIL3000_9_110	TcIL3000_9_110	TcIL3000_9_110.1	protein_coding	0	3	2	115	0	0	0	0	0	79	0	0	0	2	0	0	0	0	0	0	0	0	3	36
TcIL3000_9_1110	TcIL3000_9_1110	TcIL3000_9_1110.1	protein_coding	0	4	2	40	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	4	29
TcIL3000_9_1130	TcIL3000_9_1130	TcIL3000_9_1130.1	protein_coding	0	1	1	46	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	1	37
TcIL3000_9_1140	TcIL3000_9_1140	TcIL3000_9_1140.1	protein_coding	0	2	2	49	0	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	2	36
TcIL3000_9_1160	TcIL3000_9_1160	TcIL3000_9_1160.1	protein_coding	0	0	3	36	0	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	0	13
TcIL3000_9_1170	TcIL3000_9_1170	TcIL3000_9_1170.1	protein_coding	0	2	7	41	0	0	0	0	0	29	0	0	0	7	0	0	0	0	0	0	0	0	2	12
TcIL3000_9_120	TcIL3000_9_120	TcIL3000_9_120.1	protein_coding	0	2	1	131	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	2	113
TcIL3000_9_1210	TcIL3000_9_1210	TcIL3000_9_1210.1	protein_coding	0	0	0	15	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TcIL3000_9_1220	TcIL3000_9_1220	TcIL3000_9_1220.1	protein_coding	0	3	1	15	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	3	2
TcIL3000_9_1230	TcIL3000_9_1230	TcIL3000_9_1230.1	protein_coding	0	0	0	23	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	8
TcIL3000_9_1240	TcIL3000_9_1240	TcIL3000_9_1240.1	protein_coding	0	2	0	21	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	14
TcIL3000_9_1250	TcIL3000_9_1250	TcIL3000_9_1250.1	protein_coding	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15
TcIL3000_9_1270	TcIL3000_9_1270	TcIL3000_9_1270.1	protein_coding	0	1	0	15	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	4
TcIL3000_9_1280	TcIL3000_9_1280	TcIL3000_9_1280.1	protein_coding	0	1	1	14	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	9
TcIL3000_9_1290	TcIL3000_9_1290	TcIL3000_9_1290.1	protein_coding	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
TcIL3000_9_130	TcIL3000_9_130	TcIL3000_9_130.1	protein_coding	0	3	2	131	0	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	3	103
TcIL3000_9_1300	TcIL3000_9_1300	TcIL3000_9_1300.1	protein_coding	0	4	3	33	0	0	0	0	1	33	0	0	0	2	0	0	0	0	0	0	0	0	4	0
TcIL3000_9_1310	TcIL3000_9_1310	TcIL3000_9_1310.1	protein_coding	0	3	0	37	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	3	7
TcIL3000_9_1330	TcIL3000_9_1330	TcIL3000_9_1330.1	protein_coding	1	2	2	65	0	0	0	0	0	32	1	0	0	2	0	0	0	0	0	0	0	0	2	33
TcIL3000_9_1350	TcIL3000_9_1350	TcIL3000_9_1350.1	protein_coding	0	3	6	68	0	0	0	0	0	37	0	0	0	6	0	0	0	0	0	0	0	0	3	31
TcIL3000_9_1360	TcIL3000_9_1360	TcIL3000_9_1360.1	protein_coding	1	2	1	47	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	1	0	0	2	31
TcIL3000_9_1380	TcIL3000_9_1380	TcIL3000_9_1380.1	protein_coding	0	3	3	71	0	0	0	1	0	31	0	0	0	2	0	0	0	0	0	0	0	0	3	40
TcIL3000_9_1390	TcIL3000_9_1390	TcIL3000_9_1390.1	protein_coding	0	3	3	78	0	0	0	0	0	63	0	0	0	3	0	0	0	0	0	0	0	0	3	15
TcIL3000_9_140	TcIL3000_9_140	TcIL3000_9_140.1	protein_coding	2	3	9	162	0	0	0	0	0	87	2	0	0	9	0	0	0	0	0	1	0	0	3	75
TcIL3000_9_1400	TcIL3000_9_1400	TcIL3000_9_1400.1	protein_coding	0	0	2	73	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	15
TcIL3000_9_1410	TcIL3000_9_1410	TcIL3000_9_1410.1	protein_coding	0	4	7	93	0	0	0	0	0	35	0	0	0	7	0	0	0	0	0	0	0	0	4	58
TcIL3000_9_1420	TcIL3000_9_1420	TcIL3000_9_1420.1	protein_coding	0	11	2	95	0	0	0	0	0	39	0	0	0	2	0	0	0	0	0	0	0	0	11	56
TcIL3000_9_1430	TcIL3000_9_1430	TcIL3000_9_1430.1	protein_coding	3	10	13	98	0	0	0	0	0	62	3	0	0	13	0	0	0	0	0	1	0	0	10	36
TcIL3000_9_1440	TcIL3000_9_1440	TcIL3000_9_1440.1	protein_coding	0	8	3	112	0	0	0	0	0	74	0	0	0	3	0	0	0	0	0	0	0	0	8	38
TcIL3000_9_1450	TcIL3000_9_1450	TcIL3000_9_1450.1	protein_coding	0	6	5	106	0	0	0	0	0	50	0	0	0	5	0	0	0	0	0	0	0	0	6	56
TcIL3000_9_1460	TcIL3000_9_1460	TcIL3000_9_1460.1	protein_coding	1	6	10	106	0	0	0	0	0	34	1	0	0	10	0	0	0	0	0	0	0	0	6	72
TcIL3000_9_1470	TcIL3000_9_1470	TcIL3000_9_1470.1	protein_coding	0	7	4	88	0	0	0	0	0	26	0	0	0	4	0	0	0	0	0	0	0	0	7	62
TcIL3000_9_150	TcIL3000_9_150	TcIL3000_9_150.1	protein_coding	1	19	10	143	0	0	1	0	0	121	0	0	0	10	0	0	0	0	0	1	0	0	19	22
TcIL3000_9_1500	TcIL3000_9_1500	TcIL3000_9_1500.1	protein_coding	0	5	8	27	0	0	0	1	0	4	0	0	0	7	0	0	0	0	0	0	0	0	5	23
TcIL3000_9_1510	TcIL3000_9_1510	TcIL3000_9_1510.1	protein_coding	0	2	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	27
TcIL3000_9_1520	TcIL3000_9_1520	TcIL3000_9_1520.1	protein_coding	0	13	4	47	0	0	0	0	0	47	0	0	0	4	0	0	0	0	0	0	0	0	13	0
TcIL3000_9_1530	TcIL3000_9_1530	TcIL3000_9_1530.1	protein_coding	2	20	19	64	0	0	0	0	1	42	2	0	0	18	0	0	0	0	0	0	0	0	20	22
TcIL3000_9_1540	TcIL3000_9_1540	TcIL3000_9_1540.1	protein_coding	4	18	21	92	0	0	0	0	1	46	2	0	0	21	0	0	0	0	0	3	0	0	18	46
TcIL3000_9_1550	TcIL3000_9_1550	TcIL3000_9_1550.1	protein_coding	0	6	2	99	0	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	0	6	52
TcIL3000_9_1560	TcIL3000_9_1560	TcIL3000_9_1560.1	protein_coding	0	2	0	86	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	2	55
TcIL3000_9_1570	TcIL3000_9_1570	TcIL3000_9_1570.1	protein_coding	0	1	1	47	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47
TcIL3000_9_1580	TcIL3000_9_1580	TcIL3000_9_1580.1	protein_coding	2	1	2	35	0	0	0	0	0	35	2	0	0	2	0	0	0	0	0	2	0	0	1	0
TcIL3000_9_1590	TcIL3000_9_1590	TcIL3000_9_1590.1	protein_coding	0	6	0	41	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	6	9
TcIL3000_9_160	TcIL3000_9_160	TcIL3000_9_160.1	protein_coding	1	2	2	41	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	1	0	0	2	37
TcIL3000_9_1600	TcIL3000_9_1600	TcIL3000_9_1600.1	protein_coding	3	4	4	52	0	0	0	0	1	37	3	0	0	3	0	0	0	0	0	0	0	0	4	15
